date,federationId,match_link
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41668/match/1611397/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41671/match/1611000/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/42569/match/1660636/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41362/match/1581087/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40699/match/1571099/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40754/match/1574283/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40754/match/1574285/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40755/match/1574746/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40756/match/1574852/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40757/match/1576332/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40763/match/1584463/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41551/match/1593094/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41551/match/1593096/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41541/match/1594481/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41541/match/1594477/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41542/match/1597526/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41542/match/1597539/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41542/match/1597541/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41553/match/1593314/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41553/match/1593316/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41544/match/1593903/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40778/match/1579110/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40778/match/1579102/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40870/match/1600398/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41364/match/1591228/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41375/match/1619603/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/40910/match/1623638/laguppstallning
2025-11-21,8,https://stats.innebandy.se/sasong/43/serie/41621/match/1668411/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40693/match/1571826/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40693/match/1571829/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40704/match/1572260/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40702/match/1572392/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40702/match/1572390/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40702/match/1572391/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40702/match/1572389/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40699/match/1571099/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/40698/match/1571502/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/41539/match/1595165/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/41539/match/1595168/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/41539/match/1595169/laguppstallning
2025-11-21,1,https://stats.innebandy.se/sasong/43/serie/41550/match/1591519/laguppstallning
