Domare,Date,Matcher
Martin Almsberg,2024-09-20,1
Sebastian Ågren,2024-09-20,1
Semir Aganspahic,2024-09-20,1
Thomas Johansson,2024-09-20,1
Tindra Sigurbjörnsson,2024-09-20,1
Amanda Sigurbjörnsson,2024-09-21,2
Tindra Sigurbjörnsson,2024-09-21,2
Adam Jällfält,2024-09-21,1
Adnan Tongur,2024-09-21,1
Albert Enlund,2024-09-21,1
Christer Carlberg,2024-09-21,1
Christian Jensen,2024-09-21,1
Christian Ragnevi,2024-09-21,1
Christoffer Söderström,2024-09-21,1
Daniel Envall,2024-09-21,1
Daniel Hultberg,2024-09-21,1
David Karlsson,2024-09-21,1
Gabriel Adolfsson,2024-09-21,1
Goran Kuduzovic,2024-09-21,1
Hajrudin Begic,2024-09-21,1
Henrik Carlsson,2024-09-21,1
Jacob Johansson,2024-09-21,1
Jesper Björklund Greter,2024-09-21,1
Jonny Nilsson,2024-09-21,1
Josefine Hedelind,2024-09-21,1
Kim Westlund,2024-09-21,1
Linda Lindskog,2024-09-21,1
Marcus Yngvesson,2024-09-21,1
Martin Matti,2024-09-21,1
Martin Söderström,2024-09-21,1
Mathias Hannu,2024-09-21,1
Mats Sällberg,2024-09-21,1
Mattias Strid,2024-09-21,1
Petter Enlund,2024-09-21,1
Richard Claesson,2024-09-21,1
Roger Zahnér,2024-09-21,1
Sandra Lindskog,2024-09-21,1
Sebastian Kiejs Huhmarniemi,2024-09-21,1
Simon Broman,2024-09-21,1
Tobias Anderberg,2024-09-21,1
Torbjörn Zahner,2024-09-21,1
Adnan Tongur,2024-09-22,2
Casper Claesson,2024-09-22,2
Felix Bark Peterson,2024-09-22,2
Hajrudin Begic,2024-09-22,2
Jonathan Pettersson,2024-09-22,2
Wessam Abdellrazek,2024-09-22,2
Aarre Hietanen,2024-09-22,1
Adem Can,2024-09-22,1
Albert Enlund,2024-09-22,1
Albin Sadiku,2024-09-22,1
Aldin Imamovic,2024-09-22,1
Alexander Pavlovic,2024-09-22,1
Alexander Rydqvist,2024-09-22,1
Alexander Warberg,2024-09-22,1
Amel Kosovac,2024-09-22,1
Benjamin Olsen,2024-09-22,1
Christer Carlberg,2024-09-22,1
Christian Jensen,2024-09-22,1
Filip Boman,2024-09-22,1
Gabriel Adolfsson,2024-09-22,1
Goran Kuduzovic,2024-09-22,1
Jasmin Dzanic,2024-09-22,1
Jesper Björklund Greter,2024-09-22,1
Kent Erlandsson,2024-09-22,1
Linus Backlund,2024-09-22,1
Mats Lian,2024-09-22,1
Mats Sällberg,2024-09-22,1
Niklas Forsman,2024-09-22,1
Petter Enlund,2024-09-22,1
Philip Aronsson-Elffors,2024-09-22,1
Robert Jäderlund,2024-09-22,1
Robin Boqvist,2024-09-22,1
Roger Nilsson,2024-09-22,1
Sebastian Ågren,2024-09-22,1
Sebastian Cedgard,2024-09-22,1
Sebastian Kiejs Huhmarniemi,2024-09-22,1
Selma Hadziselimovic,2024-09-22,1
Semir Aganspahic,2024-09-22,1
Sigge Maurer,2024-09-22,1
Susanne Andersson,2024-09-22,1
Tommy Runhammar,2024-09-22,1
Tony Olsson,2024-09-22,1
Zara Carlsson,2024-09-22,1
Adam Jällfält,2024-09-23,1
Thomas Johansson,2024-09-23,1
Linda Lindskog,2024-09-24,1
Mustafa Kalajdzisalihovic,2024-09-24,1
Pierre Eberhard Berg,2024-09-24,1
Roger Zahnér,2024-09-24,1
Sandra Lindskog,2024-09-24,1
Senad Olevic,2024-09-24,1
Adam Kruse,2024-09-25,1
Andreas Lybacken,2024-09-25,1
Daniel Böcker,2024-09-25,1
Kalle Borgen,2024-09-25,1
Marcus Johansson,2024-09-25,1
Oscar Skogsberg,2024-09-25,1
Adnan Tongur,2024-09-26,1
Alexander Pavlovic,2024-09-26,1
Gökhan Atay,2024-09-26,1
Yao-Zu Galby,2024-09-26,1
Adam Jällfält,2024-09-27,1
Adnan Tongur,2024-09-27,1
Aldin Hadziselmovic,2024-09-27,1
Alexander Pavlovic,2024-09-27,1
Almir Mehmedagic,2024-09-27,1
Christian Svärdström,2024-09-27,1
Gökhan Atay,2024-09-27,1
Goran Kuduzovic,2024-09-27,1
Hajrudin Begic,2024-09-27,1
Hampus Räffling,2024-09-27,1
Henrik Nordström,2024-09-27,1
Jesper Björklund Greter,2024-09-27,1
Jesper Wångblad,2024-09-27,1
Kim Westlund,2024-09-27,1
Linus Backlund,2024-09-27,1
Linus Svensson,2024-09-27,1
Marcus Larsson,2024-09-27,1
Marcus Orrhult,2024-09-27,1
Martin Andersson,2024-09-27,1
Per Sundvall,2024-09-27,1
Peter Novakovic,2024-09-27,1
Roger Zahnér,2024-09-27,1
Sebastian Kiejs Huhmarniemi,2024-09-27,1
Susanne Andersson,2024-09-27,1
Torbjörn Zahner,2024-09-27,1
Wessam Abdellrazek,2024-09-27,1
Adnan Tongur,2024-09-28,2
Albert Enlund,2024-09-28,2
Jesper Björklund Greter,2024-09-28,2
Marcus Orrhult,2024-09-28,2
Petter Enlund,2024-09-28,2
Sebastian Kiejs Huhmarniemi,2024-09-28,2
Wessam Abdellrazek,2024-09-28,2
Adam Jällfält,2024-09-28,1
Adam Kruse,2024-09-28,1
Adam Nikolausson,2024-09-28,1
Albin Jakobsson,2024-09-28,1
Alexander Pavlovic,2024-09-28,1
Alexander Warberg,2024-09-28,1
Amir Huseinovic,2024-09-28,1
Anders A Nilsson,2024-09-28,1
Ante Johansson Stenholm,2024-09-28,1
Axel Sagdahl,2024-09-28,1
Christoffer Söderström,2024-09-28,1
Fredrik Landin,2024-09-28,1
Goran Kuduzovic,2024-09-28,1
Håkan Krafft,2024-09-28,1
Hajrudin Begic,2024-09-28,1
Hampus Abrahamsson,2024-09-28,1
Henry Tames,2024-09-28,1
Jasmin Dzanic,2024-09-28,1
Jimmy Rittervall,2024-09-28,1
Joakim Mattsson,2024-09-28,1
Joel Gabrielsson,2024-09-28,1
Johan Larsson,2024-09-28,1
Johan Ronge,2024-09-28,1
Kim Westlund,2024-09-28,1
Lazo Cesto,2024-09-28,1
Linda Lindskog,2024-09-28,1
Måns Eliason,2024-09-28,1
Marcus Larsson,2024-09-28,1
Marcus Yngvesson,2024-09-28,1
Martin Jonsson,2024-09-28,1
Mats Sällberg,2024-09-28,1
Robin Boqvist,2024-09-28,1
Robin Cederdahl,2024-09-28,1
Roger Nilsson,2024-09-28,1
Sandra Lindskog,2024-09-28,1
Sebastian Ågren,2024-09-28,1
Selma Hadziselimovic,2024-09-28,1
Senad Olevic,2024-09-28,1
Simon Björkman Rydnemalm,2024-09-28,1
Stefano Bianque,2024-09-28,1
Sven Persson,2024-09-28,1
Tomas Levin,2024-09-28,1
Tommy Runhammar,2024-09-28,1
Alexander Warberg,2024-09-29,2
Roger Zahnér,2024-09-29,2
Thomas Johansson,2024-09-29,2
Torbjörn Zahner,2024-09-29,2
Wessam Abdellrazek,2024-09-29,2
Adem Can,2024-09-29,1
Adnan Mehmedagic,2024-09-29,1
Adnan Tongur,2024-09-29,1
Alexander Blom,2024-09-29,1
Alexander Forsberg,2024-09-29,1
Alexander Pavlovic,2024-09-29,1
Alexander Pettersson,2024-09-29,1
Amir Huseinovic,2024-09-29,1
Andreas Morelius,2024-09-29,1
Carl Larsson,2024-09-29,1
Christian Svärdström,2024-09-29,1
Dante Lindskog,2024-09-29,1
Frans Dahlstedt,2024-09-29,1
Gökhan Atay,2024-09-29,1
Goran Kuduzovic,2024-09-29,1
Hajrudin Begic,2024-09-29,1
Henrik Nordström,2024-09-29,1
Henry Tames,2024-09-29,1
Ian Blomqvist,2024-09-29,1
Jesper Björklund Greter,2024-09-29,1
Lazo Cesto,2024-09-29,1
Måns Eliason,2024-09-29,1
Marcus Orrhult,2024-09-29,1
Mats Sällberg,2024-09-29,1
Mattias Strid,2024-09-29,1
Mohsen Gholami,2024-09-29,1
Mustafa Kalajdzisalihovic,2024-09-29,1
Sebastian Ågren,2024-09-29,1
Sebastian Kiejs Huhmarniemi,2024-09-29,1
Senad Olevic,2024-09-29,1
Tage Sandquist,2024-09-29,1
Tommy Runhammar,2024-09-29,1
Ian Blomqvist,2024-10-01,1
Josefin Sannerholm,2024-10-01,1
Albert Enlund,2024-10-02,1
Christian Jensen,2024-10-02,1
Gabriel Adolfsson,2024-10-02,1
Henrik Nordström,2024-10-02,1
Jasmin Dzanic,2024-10-02,1
Linus Backlund,2024-10-02,1
Mirela Mujic Dzanic,2024-10-02,1
Petter Enlund,2024-10-02,1
Christian Svärdström,2024-10-03,1
Marcus Orrhult,2024-10-03,1
Adnan Tongur,2024-10-04,1
Albin Sadiku,2024-10-04,1
Alexander Pavlovic,2024-10-04,1
Alexander Rydqvist,2024-10-04,1
Ali Alizada,2024-10-04,1
Christian Svärdström,2024-10-04,1
Daniel Larm,2024-10-04,1
Felix Bark Peterson,2024-10-04,1
Håkan Krafft,2024-10-04,1
Henrik Nordström,2024-10-04,1
Henry Tames,2024-10-04,1
Isak Skarrie,2024-10-04,1
Jesper Björklund Greter,2024-10-04,1
Jesper Wångblad,2024-10-04,1
Jonny Gaardén,2024-10-04,1
Linda Lindskog,2024-10-04,1
Marcus Orrhult,2024-10-04,1
Mathias Hannu,2024-10-04,1
Matti Rouhiainen,2024-10-04,1
Mattias Strid,2024-10-04,1
Mohsen Gholami,2024-10-04,1
Mustafa Kalajdzisalihovic,2024-10-04,1
Pedram Koublani,2024-10-04,1
Pierre Eberhard Berg,2024-10-04,1
Roger Zahnér,2024-10-04,1
Sandra Lindskog,2024-10-04,1
Sebastian Kiejs Huhmarniemi,2024-10-04,1
Selma Hadziselimovic,2024-10-04,1
Semir Aganspahic,2024-10-04,1
Senad Olevic,2024-10-04,1
Alexander Rydqvist,2024-10-05,4
Alexander Pettersson,2024-10-05,3
Felix Bark Peterson,2024-10-05,3
Håkan Krafft,2024-10-05,3
Pierre Eberhard Berg,2024-10-05,3
Roger Zahnér,2024-10-05,3
Sebastian Ågren,2024-10-05,3
Torbjörn Zahner,2024-10-05,3
Wessam Abdellrazek,2024-10-05,3
Adam Jällfält,2024-10-05,2
Adem Can,2024-10-05,2
Aldin Hadziselmovic,2024-10-05,2
Alexander Miriandis,2024-10-05,2
Alexander Pavlovic,2024-10-05,2
Amir Huseinovic,2024-10-05,2
Elvis Moholi,2024-10-05,2
Henrik Nordström,2024-10-05,2
Ida Finn,2024-10-05,2
Jasmin Dzanic,2024-10-05,2
Jim Nilsson,2024-10-05,2
Joel Rudanko,2024-10-05,2
Leutrim Krasniqi,2024-10-05,2
Linus Backlund,2024-10-05,2
Liza Berglund,2024-10-05,2
Måns Eliason,2024-10-05,2
Malte Bartilson,2024-10-05,2
Mats Sällberg,2024-10-05,2
Mattias Strid,2024-10-05,2
Mirela Mujic Dzanic,2024-10-05,2
Mohsen Gholami,2024-10-05,2
Robin Cederdahl,2024-10-05,2
Selma Hadziselimovic,2024-10-05,2
Tommy Runhammar,2024-10-05,2
Adam Kruse,2024-10-05,1
Adnan Tongur,2024-10-05,1
Alexander Warberg,2024-10-05,1
Andreas Lybacken,2024-10-05,1
Andreas Thorsell,2024-10-05,1
Astrid Björk,2024-10-05,1
August Unander,2024-10-05,1
Axel Szerszenski,2024-10-05,1
Bengt Stadig,2024-10-05,1
Christian Jensen,2024-10-05,1
Christian Svärdström,2024-10-05,1
Claus Pettersson,2024-10-05,1
Daniel Liepins,2024-10-05,1
Dante Lindskog,2024-10-05,1
David Dornlöv,2024-10-05,1
Glenn Boström,2024-10-05,1
Håkan Söderman,2024-10-05,1
Hajrudin Begic,2024-10-05,1
Hampus Räffling,2024-10-05,1
Henry Tames,2024-10-05,1
Hussein Ibrahim,2024-10-05,1
Isak Skarrie,2024-10-05,1
Joel Mellby,2024-10-05,1
Jonathan Yrvelid,2024-10-05,1
Jonny Gaardén,2024-10-05,1
Josefin Sannerholm,2024-10-05,1
Kristoffer Lind,2024-10-05,1
Linda Lindskog,2024-10-05,1
Linus Svensson,2024-10-05,1
Marcus Orrhult,2024-10-05,1
Martin Johansson,2024-10-05,1
Mustafa Er,2024-10-05,1
Mustafa Kalajdzisalihovic,2024-10-05,1
Niclas Eriksson,2024-10-05,1
Oliver Pettersson,2024-10-05,1
Oscar Skogsberg,2024-10-05,1
Pedram Koublani,2024-10-05,1
Per Sundvall,2024-10-05,1
Petter Enlund,2024-10-05,1
Richard Claesson,2024-10-05,1
Robin Jönsson,2024-10-05,1
Sandra Lindskog,2024-10-05,1
Semir Aganspahic,2024-10-05,1
Senad Olevic,2024-10-05,1
Simon Bengtsson,2024-10-05,1
Tage Sandquist,2024-10-05,1
Tomas Levin,2024-10-05,1
Yao-Zu Galby,2024-10-05,1
Senad Olevic,2024-10-06,6
Joel Rudanko,2024-10-06,4
Selma Hadziselimovic,2024-10-06,4
Adem Can,2024-10-06,3
Henry Tames,2024-10-06,3
Jesper Björklund Greter,2024-10-06,3
Sebastian Ågren,2024-10-06,3
Sebastian Öijen,2024-10-06,3
Sebastian Kiejs Huhmarniemi,2024-10-06,3
Alexander Forsberg,2024-10-06,2
Alexander Pettersson,2024-10-06,2
Alexander Rydqvist,2024-10-06,2
Atakan Yapisan,2024-10-06,2
Daniel Liepins,2024-10-06,2
Emir Rajabi,2024-10-06,2
Gökhan Atay,2024-10-06,2
Håkan Krafft,2024-10-06,2
Jakob Bengtsson,2024-10-06,2
Jasper Petterson,2024-10-06,2
Jesper Odeholm,2024-10-06,2
Johan Ronge,2024-10-06,2
Konrad Jorpes,2024-10-06,2
Kristoffer Lind,2024-10-06,2
Martin Andersson,2024-10-06,2
Mustafa Er,2024-10-06,2
Mustafa Kalajdzisalihovic,2024-10-06,2
Pierre Eberhard Berg,2024-10-06,2
Semir Aganspahic,2024-10-06,2
Vince Perzon,2024-10-06,2
Yao-Zu Galby,2024-10-06,2
Adnan Tongur,2024-10-06,1
Ahmad Homsi,2024-10-06,1
Albert Enlund,2024-10-06,1
Albin Wennersten,2024-10-06,1
Alexander Blom,2024-10-06,1
Alexander Pavlovic,2024-10-06,1
Alexander Warberg,2024-10-06,1
Ali Alizada,2024-10-06,1
Bengt Stadig,2024-10-06,1
Christian Jensen,2024-10-06,1
Christian Svärdström,2024-10-06,1
Emanuel Sangrud,2024-10-06,1
Emmy Birgersson,2024-10-06,1
Felicia Lundgren Narváez,2024-10-06,1
Felix Bark Peterson,2024-10-06,1
Gabriel Adolfsson,2024-10-06,1
Goran Kuduzovic,2024-10-06,1
Gustav Garplid,2024-10-06,1
Gustav Persson,2024-10-06,1
Hajrudin Begic,2024-10-06,1
Helin Beyza Altuntas,2024-10-06,1
Henrik Hultin-Öberg,2024-10-06,1
Isak Skarrie,2024-10-06,1
Jasmin Dzanic,2024-10-06,1
Jonny Gaardén,2024-10-06,1
Linda Lindskog,2024-10-06,1
Linnea Andersson,2024-10-06,1
Måns Bartilson,2024-10-06,1
Måns Eliason,2024-10-06,1
Marcus Orrhult,2024-10-06,1
Mats Sällberg,2024-10-06,1
Mirela Mujic Dzanic,2024-10-06,1
Mohsen Gholami,2024-10-06,1
Noah Mellby,2024-10-06,1
Per Sundvall,2024-10-06,1
Petter Enlund,2024-10-06,1
Robin Boqvist,2024-10-06,1
Roger Zahnér,2024-10-06,1
Sandra Lindskog,2024-10-06,1
Tage Sandquist,2024-10-06,1
Theo Ingman,2024-10-06,1
Thomas Johansson,2024-10-06,1
Tobias Ekmark,2024-10-06,1
Tobias Garhem,2024-10-06,1
Tomas Levin,2024-10-06,1
Tommy Runhammar,2024-10-06,1
Wessam Abdellrazek,2024-10-06,1
Astrid Björk,2024-10-07,1
Jasmin Dzanic,2024-10-07,1
Christer Carlberg,2024-10-08,1
Henrik Carlsson,2024-10-08,1
Henrik Nordström,2024-10-08,1
Henrik Sjöberg,2024-10-08,1
Isak Mörnstål,2024-10-08,1
Jonny Gaardén,2024-10-08,1
Mats Sällberg,2024-10-08,1
Oskar Lööke,2024-10-08,1
Patric Terelius,2024-10-08,1
Patrik Trofast,2024-10-08,1
Albert Enlund,2024-10-09,1
Alexander Rydqvist,2024-10-09,1
Alexander Warberg,2024-10-09,1
Almir Mehmedagic,2024-10-09,1
Gökhan Atay,2024-10-09,1
Hampus Räffling,2024-10-09,1
Jacob Johansson,2024-10-09,1
Jonny Gaardén,2024-10-09,1
Måns Eliason,2024-10-09,1
Marcus Larsson,2024-10-09,1
Mustafa Kalajdzisalihovic,2024-10-09,1
Oscar Skogsberg,2024-10-09,1
Per Sundvall,2024-10-09,1
Petter Enlund,2024-10-09,1
Selma Hadziselimovic,2024-10-09,1
Senad Olevic,2024-10-09,1
Tobias Anderberg,2024-10-09,1
Adam Jällfält,2024-10-10,1
Albert Enlund,2024-10-10,1
Ali Alizada,2024-10-10,1
Gabriel Adolfsson,2024-10-10,1
Mohsen Gholami,2024-10-10,1
Petter Enlund,2024-10-10,1
Stefan Olsson,2024-10-10,1
Thomas Johansson,2024-10-10,1
Per Sundvall,2024-10-11,2
Aldin Hadziselmovic,2024-10-11,1
Alexander Pavlovic,2024-10-11,1
Alexander Pettersson,2024-10-11,1
Almir Mehmedagic,2024-10-11,1
Amir Huseinovic,2024-10-11,1
Christian Svärdström,2024-10-11,1
Daniel Liepins,2024-10-11,1
Goran Kuduzovic,2024-10-11,1
Håkan Krafft,2024-10-11,1
Hajrudin Begic,2024-10-11,1
Henry Tames,2024-10-11,1
Jesper Björklund Greter,2024-10-11,1
Jesper Wångblad,2024-10-11,1
Joel Gabrielsson,2024-10-11,1
Jonny Gaardén,2024-10-11,1
Kalle Borgen,2024-10-11,1
Kevin Hägerstrand,2024-10-11,1
Kristoffer Lind,2024-10-11,1
Lazo Cesto,2024-10-11,1
Marcus Johansson,2024-10-11,1
Marcus Orrhult,2024-10-11,1
Oskar Hägerstrand,2024-10-11,1
Pierre Eberhard Berg,2024-10-11,1
Sebastian Kiejs Huhmarniemi,2024-10-11,1
Semir Aganspahic,2024-10-11,1
Senad Olevic,2024-10-11,1
Tommy Runhammar,2024-10-11,1
Wessam Abdellrazek,2024-10-11,1
Per Sundvall,2024-10-12,4
Adem Can,2024-10-12,3
Adnan Tongur,2024-10-12,3
Alexander Rydqvist,2024-10-12,3
Felix Bark Peterson,2024-10-12,3
Hajrudin Begic,2024-10-12,3
Henry Tames,2024-10-12,3
Johan Ronge,2024-10-12,3
Malte Bartilson,2024-10-12,3
Mats Sällberg,2024-10-12,3
Mattias Strid,2024-10-12,3
Roger Zahnér,2024-10-12,3
Albin Rosberg,2024-10-12,2
Anton Stenberg,2024-10-12,2
Charlie Lidström,2024-10-12,2
Clara Bergström,2024-10-12,2
Daniel Liepins,2024-10-12,2
Elsa Hansson,2024-10-12,2
Emir Rajabi,2024-10-12,2
Håkan Krafft,2024-10-12,2
Halina Karnili,2024-10-12,2
Hampus Räffling,2024-10-12,2
Helin Beyza Altuntas,2024-10-12,2
Henry Frydensbjerg,2024-10-12,2
Ida Finn,2024-10-12,2
Jonny Gaardén,2024-10-12,2
Kevin Olandersson,2024-10-12,2
Kristoffer Lind,2024-10-12,2
Liza Berglund,2024-10-12,2
Matilda Litzell,2024-10-12,2
Matilda Nielsen,2024-10-12,2
Melker Andersson,2024-10-12,2
Melvin Gårlin,2024-10-12,2
Moa Marmin,2024-10-12,2
Mustafa Kalajdzisalihovic,2024-10-12,2
Philip Tindvall,2024-10-12,2
Robin Niklasson,2024-10-12,2
Sebastian Öijen,2024-10-12,2
Sebastian Cedgard,2024-10-12,2
Senad Olevic,2024-10-12,2
Tobias Almroth,2024-10-12,2
Tomas Levin,2024-10-12,2
Torbjörn Zahner,2024-10-12,2
Vilmer Jonsson,2024-10-12,2
Wessam Abdellrazek,2024-10-12,2
William Lindroos,2024-10-12,2
William Svensson,2024-10-12,2
Wilma Björk,2024-10-12,2
Wilmer Albo,2024-10-12,2
Adam Jällfält,2024-10-12,1
Adam Kruse,2024-10-12,1
Agnes Broberg,2024-10-12,1
Albert Enlund,2024-10-12,1
Aldin Hadziselmovic,2024-10-12,1
Alexander Pettersson,2024-10-12,1
Ali Alizada,2024-10-12,1
Almir Mehmedagic,2024-10-12,1
Amir Huseinovic,2024-10-12,1
Andreas Lybacken,2024-10-12,1
Anthon Räffling,2024-10-12,1
August Ericsson,2024-10-12,1
Axel Trolläng,2024-10-12,1
Carl Larsson,2024-10-12,1
Christian Jensen,2024-10-12,1
Christian Svärdström,2024-10-12,1
Christoffer Danielsson,2024-10-12,1
Dante Lau,2024-10-12,1
Dante Lindskog,2024-10-12,1
Elsa Broberg,2024-10-12,1
Emil Häggsten,2024-10-12,1
Emilia Djurelind,2024-10-12,1
Emin Kosovac,2024-10-12,1
Filip Taikina-aho,2024-10-12,1
Gökhan Atay,2024-10-12,1
Goran Kuduzovic,2024-10-12,1
Henrik Carlsson,2024-10-12,1
Jörgen Andersson,2024-10-12,1
Jesper Björklund Greter,2024-10-12,1
Joel Gabrielsson,2024-10-12,1
Joel Mellby,2024-10-12,1
Joel Rudanko,2024-10-12,1
Joel Silvén,2024-10-12,1
Johan Elmeklo,2024-10-12,1
Jonas Olsson,2024-10-12,1
Jonas Pettersson,2024-10-12,1
Jonas Söderberg,2024-10-12,1
Kent Svensson,2024-10-12,1
Kevin Cardell,2024-10-12,1
Lazo Cesto,2024-10-12,1
Linus Backlund,2024-10-12,1
Måns Eliason,2024-10-12,1
Mårten Högblom,2024-10-12,1
Marcus Orrhult,2024-10-12,1
Martin Andersson,2024-10-12,1
Martin Johansson,2024-10-12,1
Martin Matti,2024-10-12,1
Melker Kjellberg,2024-10-12,1
Mohsen Gholami,2024-10-12,1
Moltas Gunnarsson,2024-10-12,1
Noa Ånskog,2024-10-12,1
Noa Wallerbert,2024-10-12,1
Noel Hylén,2024-10-12,1
Oscar Gustavsson,2024-10-12,1
Oscar Larsson,2024-10-12,1
Patrik Solérius,2024-10-12,1
Petter Enlund,2024-10-12,1
Pierre Eberhard Berg,2024-10-12,1
Rasmus Fredriksson,2024-10-12,1
Richard Claesson,2024-10-12,1
Robin Boqvist,2024-10-12,1
Simon Broman,2024-10-12,1
Susanne Andersson,2024-10-12,1
Tage Sandquist,2024-10-12,1
Thomas Johansson,2024-10-12,1
Tobias Sandblom,2024-10-12,1
Tuva Jonsson,2024-10-12,1
Joel Mellby,2024-10-13,4
Mustafa Kalajdzisalihovic,2024-10-13,4
Ali Alizada,2024-10-13,3
Felix Broström,2024-10-13,3
Felix Wallberg,2024-10-13,3
Filippo Berntsson,2024-10-13,3
Gustav Garplid,2024-10-13,3
Henric Ebbmark,2024-10-13,3
Isak Skarrie,2024-10-13,3
Jakob Bengtsson,2024-10-13,3
Jasper Petterson,2024-10-13,3
Julius Jensen,2024-10-13,3
Melker Norin,2024-10-13,3
Mohsen Gholami,2024-10-13,3
Semir Aganspahic,2024-10-13,3
Simon Bengtsson,2024-10-13,3
Vince Perzon,2024-10-13,3
Adem Can,2024-10-13,2
Adnan Tongur,2024-10-13,2
Albin Frykholm,2024-10-13,2
Alexander Forsberg,2024-10-13,2
Alexander Rydqvist,2024-10-13,2
Almir Mehmedagic,2024-10-13,2
Arwid Hedlund,2024-10-13,2
Benjamin Karlsson,2024-10-13,2
Emil Olsson,2024-10-13,2
Emin Kosovac,2024-10-13,2
Emmy Birgersson,2024-10-13,2
Filip Boman,2024-10-13,2
Henrik Nordström,2024-10-13,2
Hilma Ander,2024-10-13,2
Ida Carestam,2024-10-13,2
Jacob Ekbom,2024-10-13,2
Jasmin Dzanic,2024-10-13,2
Jesper Björklund Greter,2024-10-13,2
Joel Gabrielsson,2024-10-13,2
Lazo Cesto,2024-10-13,2
Leo Malm,2024-10-13,2
Linda Lindskog,2024-10-13,2
Lucas Sjöstedt,2024-10-13,2
Måns Bartilson,2024-10-13,2
Martin Andersson,2024-10-13,2
Nils Biörnerud,2024-10-13,2
Nils Koch,2024-10-13,2
Noa Ånskog,2024-10-13,2
Noah Oinas Rolander,2024-10-13,2
Noah Persson-Hedström,2024-10-13,2
Oliwer Nyrén,2024-10-13,2
Roger Zahnér,2024-10-13,2
Sandra Lindskog,2024-10-13,2
Sebastian Ågren,2024-10-13,2
Sebastian Öijen,2024-10-13,2
Ted Ståhl-rossbol,2024-10-13,2
Tommy Runhammar,2024-10-13,2
Torbjörn Zahner,2024-10-13,2
Vilmer Jonsson,2024-10-13,2
Yosuf Amiri,2024-10-13,2
Adam Jällfält,2024-10-13,1
Adam Kruse,2024-10-13,1
Albin Jansson,2024-10-13,1
Albin Wennersten,2024-10-13,1
Alexander Pavlovic,2024-10-13,1
Alexander Pettersson,2024-10-13,1
Ali Tourabi,2024-10-13,1
Alvin Andersson,2024-10-13,1
Anthon Räffling,2024-10-13,1
Arvid Biörnerud,2024-10-13,1
Axel Pauli,2024-10-13,1
Axel Szerszenski,2024-10-13,1
Benjamin Lyche,2024-10-13,1
Christer Carlberg,2024-10-13,1
Christian Jensen,2024-10-13,1
Christian Svärdström,2024-10-13,1
Christoffer Danielsson,2024-10-13,1
Christoffer Söderström,2024-10-13,1
Daniel Hultberg,2024-10-13,1
Dante Lindskog,2024-10-13,1
Ebba Engström,2024-10-13,1
Einar Junsten,2024-10-13,1
Emanuel Kanan,2024-10-13,1
Emir Rajabi,2024-10-13,1
Emma Sandberg,2024-10-13,1
Felicia Lundgren Narváez,2024-10-13,1
Felix Bark Peterson,2024-10-13,1
Filip Karlsson,2024-10-13,1
Gökhan Atay,2024-10-13,1
Goran Kuduzovic,2024-10-13,1
Gustav Persson,2024-10-13,1
Håkan Krafft,2024-10-13,1
Henry Tames,2024-10-13,1
Ian Blomqvist,2024-10-13,1
Jacob Bjerlemo,2024-10-13,1
Jesper Odeholm,2024-10-13,1
Joel Rudanko,2024-10-13,1
Joel Silvén,2024-10-13,1
Jonas Olsson,2024-10-13,1
Jonny Gaardén,2024-10-13,1
Josefine Hedelind,2024-10-13,1
Kalle Borgen,2024-10-13,1
Kaspian Loftbring,2024-10-13,1
Leah Berglund,2024-10-13,1
Linnea Andersson,2024-10-13,1
Lucas Quist,2024-10-13,1
Måns Eliason,2024-10-13,1
Måns Gilén,2024-10-13,1
Maja Wogel,2024-10-13,1
Malte Rydin,2024-10-13,1
Marcus Johansson,2024-10-13,1
Marcus Larsson,2024-10-13,1
Marcus Orrhult,2024-10-13,1
Matilda Litzell,2024-10-13,1
Matilda Nielsen,2024-10-13,1
Mattias Strid,2024-10-13,1
Meja Edelman,2024-10-13,1
Melker Kron,2024-10-13,1
Melvin Johansson,2024-10-13,1
Melvin Ström,2024-10-13,1
Mirela Mujic Dzanic,2024-10-13,1
Moa Dahlqvist,2024-10-13,1
Moa Ljungqvist,2024-10-13,1
Nils Andersson,2024-10-13,1
Noa Wallerbert,2024-10-13,1
Nova Thoren Sahlin,2024-10-13,1
Oscar Larsson,2024-10-13,1
Oscar Skogsberg,2024-10-13,1
Per Sundvall,2024-10-13,1
Pierre Eberhard Berg,2024-10-13,1
Rasmus Fredriksson,2024-10-13,1
Rasmus Karlsson,2024-10-13,1
Roger Nilsson,2024-10-13,1
Sebastian Cedgard,2024-10-13,1
Sebastian Janarp,2024-10-13,1
Sebastian Kiejs Huhmarniemi,2024-10-13,1
Susanne Andersson,2024-10-13,1
Tage Sandquist,2024-10-13,1
Teodor Ringhage,2024-10-13,1
Thomas Johansson,2024-10-13,1
Tindra Bäckvall,2024-10-13,1
Viggo Lindqvist,2024-10-13,1
Viktoria Wallström,2024-10-13,1
Vilmer Praetorious Lehto,2024-10-13,1
Vincent Gårlin,2024-10-13,1
Vinnie Eriksson,2024-10-13,1
Wessam Abdellrazek,2024-10-13,1
William Lindroos,2024-10-13,1
Zara Carlsson,2024-10-13,1
Selma Hadziselimovic,2024-10-14,1
Semir Aganspahic,2024-10-14,1
Adnan Tongur,2024-10-15,1
